"A1_CITY","A2_PROVINCE","B3_GENDER","B4_AGE","B5_RELIGION","B6_ETHNIC","B7_EDUCATION_LEVEL","B8_LIVED_IN_URBAN_AREA_YEARS","B9_OCCUPATION","B10_SOCIAL_CLAS","B11_HOUSEHOLD_MEMBER","C12_HOUSEHOLD_INCOME_MONTHLY_IN_MILLION_IDR","C13_TIME_OF_INCOME_RECEIPT","C14_HOUSEHOLD_EXPENDITURE_MONTHLY_IN_MILLION_IDR","C15_%_MONTHLY_EXPENDITURE_FOR_FOOD","D16_HEALTH_FACTOR","D17_PRICE_FACTOR","E18_RELIGIOUS_VALUE_IN_TYPE_OF_FOOD","E19_RELIGIOUS_VALUE_IN_EATING_PLACES","E20_RELIGIOUS_VALUE_IN_CONSUMPTION_PATTERN","E21_CUSTOM_VALUE_IN_TYPE_OF_FOOD","E22_CUSTOM_VALUE_IN_EATING_PLACES","E23_CUSTOM_VALUE_IN_CONSUMPTION_PATTERN","24_PRACTICE_OF_FOOD_CONSUMPTION_BASED_ON_RELIGIOUS_RULES","25_PRACTICE_OF_FOOD_CONSUMPTION_BASED_ON_CUSTOM_RULES","E26_BUYING_FOOD_PRODUCT_IN_THE_RIGHT_PLACE_BASED_ON_RELIGIOUS_RULES","E27_TYPE_OF_DISHES_VARIATION_BASED_ON_RELIGIOUS_RULES","E28_PRACTICE_OF_CONSUMING_TRADITIONAL_FOOD","SOURCE_FILE","PROCESS_DATE"
"DENPASAR","BALI","FEMALE","29","HINDU","BALI","BACHELOR DEGREE","29","PRIVATE EMPLOYEES","MIDDLE CLASS","6","03:04:00","WEEKLY","03:00:00","58","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","33","HINDU","BALI","SENIOR HIGH SCHOOL","33","PRIVATE EMPLOYEES","UPPER CLASS","6","06:08:00","MONTHLY","06:04:00","44","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","35","ISLAM","JAVA","SENIOR HIGH SCHOOL","35","ENTERPRENEUR","LOWER CLASS","6","04:08:00","DAILY","04:04:00","35","DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","24","ISLAM","JAVA","SENIOR HIGH SCHOOL","24","ENTERPRENEUR","LOWER CLASS","5","02:09:00","DAILY","02:05:00","59","DISAGREE","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","28","HINDU","BALI","SENIOR HIGH SCHOOL","28","ENTERPRENEUR","MIDDLE CLASS","6","03:05:00","WEEKLY","03:01:00","65","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","35","HINDU","BALI","SENIOR HIGH SCHOOL","35","ENTERPRENEUR","MIDDLE CLASS","5","05:07:00","WEEKLY","05:03:00","41","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","42","PROTESTANT","JAVA","SENIOR HIGH SCHOOL","42","GOVERNMENT EMPLOYEES","UPPER CLASS","5","11:03:00","MONTHLY","10:09:00","26","STRONGLY AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","25","CATHOLIC","JAVA","PRIMARY SCHOOL","25","GOVERNMENT EMPLOYEES","UPPER CLASS","6","02:07:00","MONTHLY","02:03:00","76","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","43","ISLAM","JAVA","JUNIOR HIGH SCHOOL","13","GOVERNMENT EMPLOYEES","UPPER CLASS","6","10:01:00","MONTHLY","09:07:00","22","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","26","ISLAM","JAVA","JUNIOR HIGH SCHOOL","26","GOVERNMENT EMPLOYEES","MIDDLE CLASS","7","12:05:00","WEEKLY","12:01:00","18","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","30","ISLAM","JAVA","SENIOR HIGH SCHOOL","30","GOVERNMENT EMPLOYEES","LOWER CLASS","5","03:02:00","DAILY","02:08:00","57","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","35","PROTESTANT","BALI","PRIMARY SCHOOL","35","PRIVATE EMPLOYEES","MIDDLE CLASS","6","06:02:00","WEEKLY","05:08:00","43","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","27","PROTESTANT","BALI","JUNIOR HIGH SCHOOL","27","PRIVATE EMPLOYEES","MIDDLE CLASS","6","06:04:00","WEEKLY","06:00:00","38","AGREE","AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","33","CATHOLIC","BALI","JUNIOR HIGH SCHOOL","33","PRIVATE EMPLOYEES","LOWER CLASS","6","03:07:00","DAILY","03:03:00","61","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","31","HINDU","BALI","BACHELOR DEGREE","31","PRIVATE EMPLOYEES","LOWER CLASS","6","05:09:00","DAILY","05:05:00","58","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","36","HINDU","BALI","BACHELOR DEGREE","36","ENTERPRENEUR","MIDDLE CLASS","6","06:07:00","WEEKLY","06:03:00","34","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","37","HINDU","BALI","BACHELOR DEGREE","37","ENTERPRENEUR","UPPER CLASS","7","10:09:00","MONTHLY","10:05:00","26","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","63","HINDU","BALI","JUNIOR HIGH SCHOOL","24","ENTERPRENEUR","LOWER CLASS","6","03:09:00","DAILY","03:05:00","57","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","26","HINDU","BALI","JUNIOR HIGH SCHOOL","26","ENTERPRENEUR","UPPER CLASS","6","09:08:00","MONTHLY","09:04:00","24","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","34","PROTESTANT","JAVA","DIPLOMA","11","ENTERPRENEUR","UPPER CLASS","6","09:06:00","MONTHLY","09:05:00","27","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","39","ISLAM","JAVA","DIPLOMA","13","ENTERPRENEUR","LOWER CLASS","6","03:06:00","DAILY","03:05:00","67","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","26","CATHOLIC","OTHER","DIPLOMA","26","GOVERNMENT EMPLOYEES","MIDDLE CLASS","6","05:07:00","WEEKLY","05:06:00","36","DISAGREE","DISAGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","DISAGREE","AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","52","CATHOLIC","OTHER","SENIOR HIGH SCHOOL","52","GOVERNMENT EMPLOYEES","MIDDLE CLASS","5","06:04:00","WEEKLY","06:03:00","42","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","37","CATHOLIC","JAVA","DIPLOMA","21","GOVERNMENT EMPLOYEES","LOWER CLASS","6","03:04:00","DAILY","03:03:00","73","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","32","CATHOLIC","BALI","MASTER AND DOCTORAL DEGREE","32","GOVERNMENT EMPLOYEES","MIDDLE CLASS","5","02:09:00","WEEKLY","02:08:00","41","DISAGREE","DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","STRONGLY AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","25","HINDU","BALI","MASTER AND DOCTORAL DEGREE","25","GOVERNMENT EMPLOYEES","MIDDLE CLASS","5","05:06:00","WEEKLY","05:05:00","33","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","31","HINDU","BALI","SENIOR HIGH SCHOOL","31","GOVERNMENT EMPLOYEES","UPPER CLASS","5","11:02:00","MONTHLY","11:01:00","19","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","DISAGREE","STRONGLY AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","37","PROTESTANT","BALI","DIPLOMA","37","GOVERNMENT EMPLOYEES","LOWER CLASS","6","03:07:00","DAILY","03:06:00","69","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","52","PROTESTANT","BALI","SENIOR HIGH SCHOOL","52","ENTERPRENEUR","UPPER CLASS","6","10:06:00","MONTHLY","10:05:00","23","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","50","HINDU","BALI","SENIOR HIGH SCHOOL","20","ENTERPRENEUR","UPPER CLASS","6","11:02:00","MONTHLY","11:01:00","25","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","51","HINDU","BALI","BACHELOR DEGREE","21","ENTERPRENEUR","LOWER CLASS","6","03:08:00","DAILY","03:07:00","57","AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","50","HINDU","BALI","SENIOR HIGH SCHOOL","20","ENTERPRENEUR","MIDDLE CLASS","6","06:02:00","WEEKLY","06:01:00","43","DISAGREE","DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","33","HINDU","BALI","BACHELOR DEGREE","33","ENTERPRENEUR","MIDDLE CLASS","7","05:08:00","WEEKLY","05:07:00","38","AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","58","HINDU","BALI","SENIOR HIGH SCHOOL","18","ENTERPRENEUR","LOWER CLASS","6","03:01:00","DAILY","03:00:00","61","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","25","HINDU","BALI","SENIOR HIGH SCHOOL","25","INDEPENDENT WORKER","LOWER CLASS","6","03:04:00","DAILY","03:03:00","58","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","29","HINDU","BALI","SENIOR HIGH SCHOOL","29","INDEPENDENT WORKER","MIDDLE CLASS","6","05:06:00","WEEKLY","05:05:00","34","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","33","HINDU","BALI","SENIOR HIGH SCHOOL","13","INDEPENDENT WORKER","UPPER CLASS","6","12:01:00","MONTHLY","12:00:00","26","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","34","HINDU","BALI","DIPLOMA","34","INDEPENDENT WORKER","LOWER CLASS","6","02:09:00","DAILY","02:08:00","57","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","56","HINDU","BALI","MASTER AND DOCTORAL DEGREE","56","INDEPENDENT WORKER","UPPER CLASS","5","10:03:00","MONTHLY","10:02:00","24","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","32","HINDU","BALI","DIPLOMA","32","INDEPENDENT WORKER","UPPER CLASS","6","14:02:00","MONTHLY","14:01:00","27","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","45","HINDU","BALI","MASTER AND DOCTORAL DEGREE","15","PRIVATE EMPLOYEES","LOWER CLASS","5","03:04:00","DAILY","03:06:00","67","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","31","HINDU","BALI","SENIOR HIGH SCHOOL","31","PRIVATE EMPLOYEES","MIDDLE CLASS","5","06:07:00","WEEKLY","06:09:00","36","AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","41","PROTESTANT","BALI","DIPLOMA","21","PRIVATE EMPLOYEES","MIDDLE CLASS","6","05:08:00","WEEKLY","06:00:00","42","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","52","ISLAM","JAVA","MASTER AND DOCTORAL DEGREE","52","PRIVATE EMPLOYEES","LOWER CLASS","6","02:03:00","DAILY","02:05:00","73","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","51","ISLAM","MINANG","BACHELOR DEGREE","51","GOVERNMENT EMPLOYEES","MIDDLE CLASS","7","04:09:00","WEEKLY","05:01:00","41","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
